Slug,Finance Id,Location Id,Location Name,BUSINESS_SEGMENT_BY_HIERARCHY_ACTIVE,BUSINESS_SEGMENT_BY_HIERARCHY_TOTAL,Core Industry,CORE_SUB_INDUSTRY,SPECIALTY,IS_PARENT_ACCOUNT,IS_SATELLITE,LOCATION_TYPE,BILLING_START_DATE,Starting Mrr,Lifetime Value,FIRST_MRR_MONTH,Practice Management Software,Integrations,ONBOARDING_HANDOFF_DATE,Starting Bundle,End Bundle,Churn or Retain,Churn Month,lifetime in Month,Week 1 Cases,Week 2 Cases,Week 3 Cases,Week 4 Cases,Week 5 Cases,Week 6 Cases,Week 7 Cases,Week 8 Cases,Week 9 Cases,Week 10 Cases,Week 11 Cases,Week 12 Cases,Reason Billing,Reason Phone System,Reason Data Sync,First Usage Report Month,Inbound Sms Count,Outbound Sms Count,Inbound Call Count,Outbound Call Count,FIRST_MISSED_CALL_SMS_COUNT,Manual Messages Sms Count,Automated Sms Sent Count,FIRST_APPOINTMENT_REMINDERS_ACCESS,FIRST_MISSED_CALL_TEXT,FIRST_MISSED_TEXT_TEXT,Inbound Sms Count Activated,Outbound Sms Count Activated,Automated Sms Sent Count Activated,Manual Messages Sms Count Activated,Inbound Call Count Activated,Outbound Call Count Activated,BundleType,First Month SWAT Cases,PMS_Group,Reason Billing Flag,Reason Phone System Flag,Reason Data Sync Flag,split,y_true,y_proba,y_pred,threshold_used,p_churn,business_risk_index,rank_by_p,rank_by_bri
s00131643,131643.0,2f7d364b-1f43-4ad7-8953-fe9ee9317d3f,Sierra Nevada Periodontics & Implant Dentistry,Single,Single,Dental,Dental,Dental,False,False,single,2024-04-29,336.83,13252.18,2024-04-30,dentrixg5,dentrixg5,2024-06-05,WeavePlus - Essentials,WeavePlus - Essentials,Retain,,19.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-04-01,1.0,5.0,3.0,22.0,0.0,0.0,0.0,True,False,True,0,0,0,0,0,1,plus bundle,4.0,EOD pms,0,0,1,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.07700892857142858,3476,2172
s00477918,477918.0,d9e5bc2c-b739-434b-9748-7bce8f566af2,Dr. Kimberly Pham and Dr. Alyssa Garza,Single,Single,Optometry,Optometry,Optometry,False,False,single,2024-01-17,356.82,7850.04,2024-01-31,Crystal PM,Crystal PM,2024-01-17,WeavePlus - Pro,WeavePlus - Pro,Retain,,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-01-01,31.0,75.0,67.0,26.0,32.0,0.0,32.0,True,True,False,1,1,1,0,1,1,plus bundle,2.0,Others,0,0,1,all,0,0.02631578947368421,0,0.3333333333333333,0.02631578947368421,0.00988470394736842,3731,3760
s00652878,652878.0,ea7ee097-feab-4e21-9f8b-48d6e6f042f8,Southglenn Eyecare,Single,Single,Optometry,Optometry,Optometry,False,False,single,,756.8,9838.4,2024-10-31,Office Mate,Office Mate,2024-10-15,WeavePlus - Elite,WeavePlus - Elite,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,69.0,113.0,711.0,430.0,0.0,0.0,73.0,True,True,True,1,1,1,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2808,2892
s00364387,364387.0,0dacff3f-5ce1-4d6a-b7bd-70fea65cc2f8,Timothy R Myers DMD,Single,Single,Medical,Med-Rehab,,False,False,single,2024-09-30,819.82,10657.66,2024-10-31,Eaglesoft 18,Eaglesoft 18,2024-10-31,Patterson Bundle,Patterson Bundle,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,556.0,2094.0,784.0,206.0,0.0,0.0,532.0,True,True,True,1,1,1,0,1,1,other,0.0,EOD pms,0,0,0,all,0,0.02631578947368421,0,0.3333333333333333,0.02631578947368421,0.011367409539473681,3732,3711
s00565159,565159.0,0f189daa-be84-4ba8-8309-c586cdf50e68,Hope Smiles,Single,Single,Dental,Dental,Dental,False,False,single,2024-05-16,474.47,8540.46,2024-05-31,opendental,opendental,2024-05-16,WeavePlus - Pro,WeavePlus - Pro,Retain,,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-01,50.0,90.0,168.0,144.0,6.0,0.0,45.0,True,True,True,1,1,1,0,1,1,plus bundle,1.0,EOD pms,0,0,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3477,3420
s2656,2656.0,973aa009-29cf-4395-85da-20db13947a54,Advanced Gentle Dentistry of Park Slope,Single,Single,Dental,Dental,Other,False,False,single,2024-03-05,758.12,15904.6,2024-03-31,Eaglesoft 18,Eaglesoft 18,2024-03-27,WeavePlus - Elite,WeavePlus - Elite,Retain,,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-01,1.0,3.0,0.0,4.0,0.0,0.0,0.0,True,True,True,0,0,0,0,0,0,plus bundle,1.0,EOD pms,0,0,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.39590163934426226,622,335
s00443847,443847.0,b10df752-370c-46f1-9353-05adb0ab39b5,Airpark Animal Hospital,Single,Single,Veterinary,Veterinary,Vet Hospital,False,False,single,2024-02-20,366.92,7705.32,2024-02-29,intravet,intravet,2024-02-20,WeavePlus Software Only - Pro,WeavePlus Software Only - Pro,Retain,,21.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2024-02-01,57.0,148.0,0.0,0.0,0.0,6.0,76.0,True,False,False,1,1,1,0,0,0,plus bundle,2.0,Others,0,0,0,all,0,0.1891891891891892,0,0.3333333333333333,0.1891891891891892,0.14141891891891892,1087,1059
s00621534,621534.0,d8a0b2cb-0b23-4d57-a99f-a2f03f0ba838,South Tulsa Veterinary Hospital,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,single,2024-10-08,461.57,6038.4003,2024-10-31,ezyvet,ezyvet,2024-10-15,WeavePlus - Pro,WeavePlus - Pro,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,54.0,127.0,437.0,194.0,23.0,0.0,50.0,True,True,True,1,1,1,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2809,2893
s00323796,323796.0,a53a43ca-5d1f-4832-86ae-9a72c73a11a3,TorriMed Oral Surgery,Single,Single,Dental,Dental,Oral Surgery,False,False,single,2024-06-21,621.51,10717.59,2024-06-30,WinOMS,WinOMS,2024-06-27,WeavePlus - Elite,WeavePlus - Elite,Retain,,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-06-01,76.0,234.0,303.0,216.0,0.0,0.0,30.0,True,True,True,1,1,1,0,1,1,plus bundle,3.0,Others,1,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.06260312499999998,1794,2378
s00078818,78818.0,69604cec-ea88-42cc-adc2-99e879c671f5,Smile Studio Dental,Single,Single,Dental,Dental,Dental,False,False,single,2024-01-17,344.24,7740.86,2024-01-31,dentimax,dentimax,2024-01-24,WeavePlus - Essentials,WeavePlus - Essentials,Retain,,22.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-01-01,38.0,83.0,309.0,231.0,0.0,0.0,65.0,True,False,True,1,1,1,0,1,1,plus bundle,4.0,Others,0,1,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2810,2894
s00588024,588024.0,52b5df3c-df24-4819-96e3-e3d3bbee7dfa,Aspire Advanced Dentistry,Single,Single,Dental,Dental,Dental,False,False,single,2024-03-29,343.82,7028.4,2024-03-31,dentrixAscend,dentrixAscend,2024-04-15,WeavePlus - Essentials,WeavePlus - Essentials,Retain,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2024-04-01,78.0,63.0,106.0,86.0,0.0,0.0,0.0,True,False,True,1,1,0,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2811,2895
s00557946,557946.0,6be94510-952c-4a88-8aec-379fa82ce177,Oral Surgery Solutions,Single,Single,Dental,Dental,Oral Surgery,False,False,single,2024-01-03,557.23,12448.99,2024-01-31,pddsdenticon,pddsdenticon,2024-02-19,WeavePlus - Pro,WeavePlus - Pro,Retain,,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2024-01-01,135.0,386.0,1681.0,1311.0,0.0,0.0,171.0,True,True,True,1,1,1,0,1,1,plus bundle,2.0,Others,0,1,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2812,2896
s00059034,59034.0,a0c17d85-cb51-477b-a559-750b0732113c,Concord Pediatric Dentistry,Single,Single,Dental,Dental,Dental,False,False,single,2024-10-25,695.92,8962.96,2024-10-31,dentrixg5,dentrixg5,2024-11-11,WeavePlus - Elite,WeavePlus - Elite,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2023-04-01,1193.0,3680.0,1001.0,510.0,239.0,0.0,3135.0,True,True,False,1,1,1,0,1,1,plus bundle,0.0,EOD pms,0,0,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3478,3421
s00563851,563851.0,62bed4bc-0b82-4eb1-814e-5cbedbf123f4,Rooted Dental Co,Single,Single,Dental,Dental,Dental,False,False,single,2024-02-22,681.92,15385.62,2024-02-29,dentrixg5,dentrixg5,2024-03-15,WeavePlus - Elite,WeavePlus - Elite,Retain,,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-02-01,8.0,96.0,142.0,40.0,0.0,0.0,86.0,True,True,True,0,1,1,0,1,1,plus bundle,1.0,EOD pms,0,1,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.11075937499999997,1795,1248
s00239223,239223.0,0478913d-36cd-45e9-9574-afe0f6ed0973,HAIDER FAMILY DENTISTRY,Single,Single,Dental,Dental,Periodontic,False,False,single,2024-04-02,411.92,7940.48,2024-04-30,Astra (Formerly Daisy),,2024-04-18,WeaveCore - Pro,WeaveCore - Pro,Retain,,19.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2024-04-01,122.0,178.0,408.0,255.0,0.0,0.0,0.0,False,True,True,1,1,0,0,1,1,core bundle,4.0,Others,0,1,1,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.07224911670918366,2813,2226
s00248991,248991.0,201eebec-80b2-448a-ad1e-043747712b01,Layton Chiropractic Clinic,Single,Single,Other,Other,Chiropractic,False,False,single,2024-01-03,346.97,7778.69,2024-01-31,Eclipse,,2024-01-08,WeaveCore Software Only - Elite,WeaveCore Software Only - Elite,Retain,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2024-01-01,167.0,409.0,3.0,0.0,0.0,0.0,0.0,False,False,False,1,1,0,0,0,0,core bundle,0.0,Others,0,0,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.33453688524590164,623,553
s00544219,544219.0,37709782-27ea-40f5-aa65-fb8a1edebc7b,Zentox Aesthetics,Single,Single,Medical,Med-Cosmetic,Med Spa,False,False,single,2024-08-06,411.92,9141.8,2024-08-31,AestheticsPro,,2024-08-14,WeaveCore - Elite,WeaveCore - Elite,Retain,,15.0,5.0,6.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2024-08-01,179.0,284.0,329.0,236.0,123.0,0.0,123.0,False,True,True,1,1,1,0,1,1,core bundle,20.0,Others,1,0,1,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1796,2015
s00188525,188525.0,9fcbc73b-3fa4-4e10-9177-b7565f9521dc,GLOW AESTHETICS MEDICAL SPA,Single,Single,Medical,Med-Cosmetic,Med Spa,False,False,single,2024-05-21,321.92,4426.86,2024-05-31,PatientNow,,2024-05-23,WeaveCore - Pro,WeaveCore - Pro,Retain,,18.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-01,28.0,46.0,239.0,86.0,3.0,0.0,3.0,False,True,True,1,1,0,0,1,1,core bundle,3.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1797,2016
s00609806,609806.0,9ac4f618-93d5-430a-b672-675e8c02cb36,Caring Chiropractic,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,single,2024-07-30,389.47,4039.72,2024-07-31,Unknown (DO NOT SELECT UNLESS YOU DO NOT KNOW),,2024-08-20,WeaveCore - Elite,WeaveCore - Elite,Retain,,16.0,1.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-01,16.0,114.0,314.0,73.0,112.0,0.0,112.0,False,True,True,1,1,1,0,1,1,core bundle,5.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1798,2017
s00654169,654169.0,8b87fc9a-9bdf-4229-a073-eef2505d9f32,Inspire Mental Health Services,Single,Single,Medical,Med-Rehab,Mental Health,False,False,single,2024-10-28,206.82,2688.66,2024-10-31,Simple Practice,,2025-02-10,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,0.0,0.0,2.0,2.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,core bundle,0.0,Others,0,0,0,all,0,0.48717948717948717,1,0.3333333333333333,0.48717948717948717,0.6333333333333333,136,103
s00046100,46100.0,ead598b7-753d-4dc2-a92e-326dc5082c4d,Atlantic Florida Dental,Single,Single,Dental,Dental,Dental,False,False,single,2024-04-26,411.92,7826.48,2024-04-30,Ace,,2024-05-16,WeaveCore - Pro,WeaveCore - Pro,Retain,,19.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2024-04-01,0.0,0.0,0.0,4.0,0.0,0.0,0.0,False,True,True,0,0,0,0,0,0,core bundle,7.0,Others,0,1,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.44754098360655736,624,222
s00634741,634741.0,424473e7-94f5-4258-b446-6dab478f73c3,Complete Spine and Wellness,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,single,2024-10-18,411.92,4563.96,2024-10-31,EZ Bis,,2024-11-01,WeaveCore - Elite,WeaveCore - Elite,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,29.0,41.0,85.0,10.0,14.0,0.0,14.0,False,True,True,1,1,1,0,1,1,core bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1799,2018
s00318570,318570.0,ec8517d3-9a08-4256-8519-53053a72ba8c,Genesis Chiropractic Center Sc,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,single,2024-03-05,206.82,4136.4,2024-03-31,Jane,,2024-03-05,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-03-01,6.0,1.0,287.0,73.0,0.0,0.0,0.0,False,False,True,0,0,0,0,1,1,core bundle,0.0,Others,0,0,0,all,0,0.1891891891891892,0,0.3333333333333333,0.1891891891891892,0.12358783783783783,1088,1159
s00554618,554618.0,481ae79d-a3b4-46a2-8cba-16fdf54a3766,Divine Health & Wellness,Single,Single,Medical,Med-Cosmetic,Med Spa,False,False,single,2024-04-02,800.12,15308.68,2024-04-30,Charm Health,,2024-04-05,WeaveCore - Elite,WeaveCore - Elite,Retain,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-04-01,1235.0,21305.0,862.0,312.0,411.0,0.0,411.0,False,True,True,1,1,1,0,1,1,core bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1800,2019
s00544448,544448.0,66ae33cc-4c81-4a5e-8c14-950dc0ed8077,Cohen Clinic LLC,Single,Single,Other,Other,Plastic Surgery,False,False,single,2024-02-09,231.92,4912.32,2024-02-29,Booker,,2024-02-20,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,21.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-02-01,87.0,103.0,307.0,303.0,0.0,0.0,0.0,False,False,True,1,1,0,0,1,1,core bundle,2.0,Others,0,1,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1801,2020
s00647798,647798.0,3796953b-479c-4a3d-8f25-007899d73f2d,Kelowna Oral Medicine and TMJ Clinic,Single,Single,Other,Other,Other,False,False,single,2024-09-05,201.26,3067.5496,2024-09-30,Other (If not listed fill out Slack Workflow #partner-request),,2024-11-20,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-01,2.0,0.0,58.0,34.0,0.0,0.0,0.0,False,False,True,0,0,0,0,1,1,core bundle,2.0,Others,0,0,0,all,0,0.1891891891891892,0,0.3333333333333333,0.1891891891891892,0.12358783783783783,1089,1160
s00648984,648984.0,78647c04-02a1-4771-a0d1-8c25239a2822,Marta Rudat DDS OC Dental Specialists,Single,Single,Dental,Dental,Dental,False,False,single,,245.92,5190.28,2024-09-30,Oryx,,2024-11-12,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,6.0,2.0,681.0,627.0,0.0,0.0,0.0,False,False,True,0,0,0,0,1,1,core bundle,0.0,Others,0,0,0,all,0,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,0.21774999999999997,924,847
s00564900,564900.0,7c944349-bed2-49fd-86d0-ff060d0eb95a,Cooper Chiropractic,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,single,2024-02-28,321.92,6760.32,2024-02-29,ChiroSpring,,2024-03-06,WeaveCore - Pro,WeaveCore - Pro,Retain,,21.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2024-02-01,1.0,1.0,1.0,3.0,0.0,0.0,0.0,False,True,True,0,0,0,0,0,0,core bundle,6.0,Others,0,1,1,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.44754098360655736,625,223
s00359027,359027.0,b900089d-1c43-4d96-8c03-008f174c87aa,STERLING SPORTS MEDICINE & PHYSICAL THERAPY,Single,Single,Medical,Med-Rehab,Physical Therapy,False,False,single,2024-06-13,411.92,7002.64,2024-06-30,Jane,,2024-08-20,WeaveCore - Pro,WeaveCore - Pro,Retain,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,2024-06-01,158.0,241.0,179.0,95.0,29.0,6.0,35.0,False,True,True,1,1,1,0,1,1,core bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1802,2021
s00258384,258384.0,5c190726-bf71-4022-ae7c-5567fdc57c21,Pediatric Therapy,Single,Single,Medical,Med-Rehab,Pediatrics,False,False,single,2024-03-11,575.92,6911.05,2024-03-31,Other (If not listed fill out Slack Workflow #partner-request),,2024-03-22,WeaveCore - Elite,WeaveCore - Elite,Retain,,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-01,850.0,537.0,325.0,492.0,175.0,0.0,175.0,False,True,True,1,1,1,0,1,1,core bundle,1.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1803,2022
s00574581,574581.0,1347a6ce-9ffa-4e4c-87d4-7396cf553504,Elite Health Center,Single,Single,Medical,Med-Rehab,Primary Care,False,False,single,2024-09-23,492.82,6970.48,2024-09-30,Athena Health (Athena One),,2024-09-25,WeaveCore - Pro,WeaveCore - Pro,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,36.0,78.0,234.0,55.0,57.0,0.0,57.0,False,True,True,1,1,1,0,1,1,core bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1804,2023
s00622337,622337.0,3788382d-3c7d-4a33-9984-13e33bdcaef7,LOURE Aesthetics,Single,Single,Medical,Med-Cosmetic,Med Spa,False,False,single,2024-05-07,456.82,8336.76,2024-05-31,Aesthetic Record,,2024-05-14,WeaveCore - Pro,WeaveCore - Pro,Retain,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,2024-05-01,314.0,1092.0,110.0,26.0,38.0,88.0,126.0,False,True,True,1,1,1,1,1,1,core bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1805,2024
s00224580,224580.0,f1c0d230-11f3-4924-86f0-479a9c9efb33,20/20 OPTOMETRY OF SILICON VALLEY,Single,Single,Optometry,Optometry,Optometry,False,False,single,2024-02-21,412.45,6537.0,2024-02-29,MaximEyes,,2024-02-27,WeaveCore - Pro,WeaveCore - Pro,Retain,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-02-01,4.0,2.0,152.0,81.0,0.0,0.0,0.0,False,True,True,0,0,0,0,1,1,core bundle,0.0,Others,0,0,0,all,0,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,0.21774999999999997,925,848
s00558670,558670.0,4e24229c-0fcb-424e-b8bc-e06bf5c08e66,West Ave Animal Hospital,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,single,2024-02-02,477.82,10091.22,2024-02-29,Neo (IDEXX),,2024-02-19,WeaveCore - Pro,WeaveCore - Pro,Retain,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2024-02-01,88.0,207.0,2101.0,710.0,36.0,0.0,36.0,False,True,True,1,1,1,0,1,1,core bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1806,2025
s00481325,481325.0,60d6b0de-d609-45c9-b57c-442745ca46ab,"Key Rehab Associates, Inc",Single,Single,Medical,Med-Rehab,Physical Therapy,False,False,single,2024-02-09,426.82,9134.22,2024-02-29,Ensora Health (Formerly Fusion Web Clinic),,2024-03-07,WeaveCore - Pro,WeaveCore - Pro,Retain,,21.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-01,2.0,30.0,388.0,196.0,29.0,0.0,29.0,False,True,True,0,1,1,0,1,1,core bundle,5.0,Others,0,0,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.2586227459016393,626,665
s00654396,654396.0,aa75a678-ce30-40ab-9928-98f4fe5929d6,Intervention Pain Consultants: Kropp Lawrence A MD,Single,Single,Medical,Med-Rehab,Medical - Other,False,False,single,2024-10-29,256.82,3338.66,2024-10-31,Other (If not listed fill out Slack Workflow #partner-request),,2024-10-29,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,22.0,65.0,77.0,54.0,0.0,0.0,0.0,False,False,True,1,1,0,0,1,1,core bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1807,2026
s00637983,637983.0,01b4be37-af50-4cd7-a14c-f4226823758a,North Hills Chiropractic Health Center,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,single,,463.82,6121.12,2024-07-31,Other (If not listed fill out Slack Workflow #partner-request),,2024-08-07,WeaveCore - Elite,WeaveCore - Elite,Retain,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-07-01,0.0,0.0,0.0,3.0,0.0,0.0,0.0,False,True,True,0,0,0,0,0,0,core bundle,0.0,Others,0,0,0,all,0,0.48717948717948717,1,0.3333333333333333,0.48717948717948717,0.6333333333333333,137,104
s00289405,289405.0,e19b4a0e-8070-4f85-9de4-c55aace44f18,ANIMAL ALLERGY & DERMATOLOGY SPECIALISTS,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,single,2024-01-17,847.85,9825.7202,2024-01-31,StringSoft,,2024-02-05,WeaveCore - Pro,WeaveCore - Pro,Retain,,22.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2024-01-01,1584.0,2224.0,1826.0,1320.0,0.0,0.0,0.0,True,True,True,1,1,0,0,1,1,core bundle,5.0,Others,0,1,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.07224911670918366,2814,2227
s00558724,558724.0,10fc318c-4c48-4d32-a540-86b97af1456d,Carolina Integrative Veterinary Hospital,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,single,2024-02-02,252.92,5311.32,2024-02-29,Neo (IDEXX),,2024-04-11,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-02-01,5.0,4.0,2.0,1.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,core bundle,0.0,Others,0,0,0,all,0,0.48717948717948717,1,0.3333333333333333,0.48717948717948717,0.6333333333333333,138,105
s00102415,102415.0,6ab23c8f-1edf-4d70-a69f-97d081fd5af8,Southern Nevada Foot and Ankle Center,Single,Single,Medical,Med-Rehab,Podiatry,False,False,single,2024-03-07,463.82,9447.4,2024-03-31,Nextgen Office - Please ensure 1,,2024-03-15,WeaveCore - Pro,WeaveCore - Pro,Retain,,20.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-03-01,199.0,567.0,1301.0,335.0,446.0,21.0,467.0,False,True,True,1,1,1,1,1,1,core bundle,5.0,Others,0,1,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1808,2027
