SLUG,FINANCE_ID,LOCATION_ID,LOCATION_NAME,BUSINESS_SEGMENT_BY_HIERARCHY_ACTIVE,BUSINESS_SEGMENT_BY_HIERARCHY_TOTAL,CORE_INDUSTRY,CORE_SUB_INDUSTRY,SPECIALTY,IS_PARENT_ACCOUNT,IS_SATELLITE,LOCATION_TYPE,BILLING_START_DATE,STARTING_MRR,LIFETIME_VALUE,FIRST_MRR_MONTH,PRACTICE_MANAGEMENT_SOFTWARE,INTEGRATIONS,ONBOARDING_HANDOFF_DATE,STARTING_BUNDLE,END_BUNDLE,CHURN_OR_RETAIN,CHURN_MONTH,LIFETIME_MONTHS,WEEK_1_CASES,WEEK_2_CASES,WEEK_3_CASES,WEEK_4_CASES,WEEK_5_CASES,WEEK_6_CASES,WEEK_7_CASES,WEEK_8_CASES,WEEK_9_CASES,WEEK_10_CASES,WEEK_11_CASES,WEEK_12_CASES,REASON_BILLING,REASON_PHONE_SYSTEM,REASON_DATA_SYNC,FIRST_USAGE_REPORT_MONTH,FIRST_INBOUND_SMS_COUNT,FIRST_OUTBOUND_SMS_COUNT,FIRST_INBOUND_CALL_COUNT,FIRST_OUTBOUND_CALL_COUNT,FIRST_MISSED_CALL_SMS_COUNT,FIRST_MISSED_TEXT_SMS_COUNT,FIRST_AUTOMATED_SMS_COUNT,FIRST_APPOINTMENT_REMINDERS_ACCESS,FIRST_MISSED_CALL_TEXT,FIRST_MISSED_TEXT_TEXT,SWAT_CASE_ID,SWAT_CASE_STATUS,SWAT_CASE_CREATED_DATE,SWAT_CANCEL_SUMMARY,SWAT_CANCELLATION_REASON,SWAT_CANCELLATION_SUBREASON
s00172949,172949.0,ce4a0afd-8c02-40de-80cb-16fbd46ab8f3,"ERIC K. TAYLOR, DDS, PC",Single,Single,Dental,Dental,Dental,False,False,,2024-03-04,0.00,0.00000,2024-03-31,dentrixg5,dentrixg5,,WeavePlus - Elite,WeavePlus Software Only - Elite,Churn,2024-04-30,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-01,0.0,18.0,196.0,98.0,0.0,0.0,17.0,True,True,True,500Ps000008LrcdIAC,Closed Cancelled,2024-03-12,"Office is requesting to cancel over a ""poor onboarding experience"". When further investigated, no evidence of poor communication or experience was there, but the root of their problems was the weave pop not working. The office had a pop-up blocker that was preventing the system from delivering pop-ups, and we were unable to resolve this without the help of an IT. Office never made contact with their IT to help resolve this blocker despite our request, and this put them over the edge when they ported without pop-ups. AE reached out to resolve and was unable to save the customer.",,
s00172949,172949.0,ce4a0afd-8c02-40de-80cb-16fbd46ab8f3,"ERIC K. TAYLOR, DDS, PC",Single,Single,Dental,Dental,Dental,False,False,,2024-03-04,0.00,0.00000,2024-03-31,dentrixg5,dentrixg5,,WeavePlus Software Only - Elite,WeavePlus - Elite,Churn,2024-04-30,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-01,0.0,18.0,196.0,98.0,0.0,0.0,17.0,True,True,True,500Ps000008LrcdIAC,Closed Cancelled,2024-03-12,"Office is requesting to cancel over a ""poor onboarding experience"". When further investigated, no evidence of poor communication or experience was there, but the root of their problems was the weave pop not working. The office had a pop-up blocker that was preventing the system from delivering pop-ups, and we were unable to resolve this without the help of an IT. Office never made contact with their IT to help resolve this blocker despite our request, and this put them over the edge when they ported without pop-ups. AE reached out to resolve and was unable to save the customer.",,
s00172949,172949.0,ce4a0afd-8c02-40de-80cb-16fbd46ab8f3,"ERIC K. TAYLOR, DDS, PC",Single,Single,Dental,Dental,Dental,False,False,,2024-03-04,0.00,0.00000,2024-03-31,dentrixg5,dentrixg5,,WeavePlus Software Only - Elite,WeavePlus Software Only - Elite,Churn,2024-04-30,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-01,0.0,18.0,196.0,98.0,0.0,0.0,17.0,True,True,True,500Ps000008LrcdIAC,Closed Cancelled,2024-03-12,"Office is requesting to cancel over a ""poor onboarding experience"". When further investigated, no evidence of poor communication or experience was there, but the root of their problems was the weave pop not working. The office had a pop-up blocker that was preventing the system from delivering pop-ups, and we were unable to resolve this without the help of an IT. Office never made contact with their IT to help resolve this blocker despite our request, and this put them over the edge when they ported without pop-ups. AE reached out to resolve and was unable to save the customer.",,
s00076165,76165.0,69740fc7-f8dd-4f0e-8195-1871da96166f,Mannford Vision Clinic,Single,Single,Optometry,Optometry,Optometry,False,False,,2024-01-31,346.97,1387.88000,2024-01-31,Crystal PM,Crystal PM,2024-01-09,WeavePlus Software Only - Pro,WeavePlus Software Only - Pro,Churn,2024-05-31,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-01-01,90.0,238.0,0.0,7.0,0.0,0.0,124.0,True,False,False,500Ps00000AZacQIAT,Closed Cancelled,2024-04-29,I was not able to get a hold of Allison or Doctor Yvon. Closing account as 30 day notice expired.,Other,Other
s00439754,439754.0,32f7938e-2bf2-480e-9331-ef9a02d3953e,Gary S Barker DMD PA,Single,Single,Dental,Dental,Dental,False,False,,,613.82,3682.92000,2025-02-28,Eaglesoft 18,Eaglesoft 18,2025-05-12,Patterson Bundle,Patterson Bundle,Churn,2025-08-31,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-02-01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,True,True,500Ps00000nIhrvIAC,Closed Cancelled,2025-07-03,Office is looking to cancel because they are having issues with phone connectivity. They have been having issues with calls quality on app. Looking to move to Adit.,Product Issues,Call Quality / Network Compatibility
s00510405,510405.0,38da3be9-7958-4c37-8bb6-dba74ca2b0c1,Clinica Dental Latina - Dr. Hanette Gomez,Single,Multi,Dental,Dental,Dental,False,False,,2024-10-30,681.92,4091.52000,2024-10-31,dentrixg5,dentrixg5,2024-11-01,WeavePlus - Elite,WeavePlus - Elite,Churn,2025-04-30,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,37.0,44.0,591.0,273.0,0.0,0.0,0.0,True,True,True,500Ps00000bQyDFIA0,Closed Cancelled,2025-03-18,Wendy said that she has spent a lot of time and money getting 10DLC issues resolved.  They are still not registered to text and Dentirx sold them on being able to get them registered immediately with 10DLC.  They are moving to Dentix full platform and GoTo for phones.,Product Issues,10DLC
s00221038,221038.0,19c2373c-5b96-4b33-b8ed-6e61de4d1490,Dr. Jadav's office,Single,Single,Optometry,Optometry,Ophthalmology,False,False,,2024-01-30,665.84,3196.32000,2024-01-31,ema,ema,2024-02-02,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-07-31,6.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-02-01,498.0,1885.0,2042.0,1066.0,563.0,0.0,1298.0,True,True,True,500Ps00000CheEbIAJ,Closed Cancelled,2024-06-11,"Practice is canceling because we do not integrate with Emma, who is their EMR, and they will use Clara for phone service.",Desired Features/Functionality,Desired Features
s00408028,408028.0,25c96528-6e8e-4dac-8935-bcb3bcfc5d5b,"Tottenville Dental/Anthony Cirillo, DDS",Single,Single,Dental,Dental,Dental,False,False,,2025-05-30,406.82,1220.46000,2025-05-31,Eaglesoft 18,Eaglesoft 18,2025-06-03,WeavePlus Software Only - Pro,WeavePlus Software Only - Pro,Churn,2025-08-31,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-01,7.0,6.0,0.0,0.0,0.0,0.0,0.0,True,False,False,500Ps00000qNdAnIAK,Closed Cancelled,2025-07-30,"Customer states they were supposed to pay $350 monthly and also get two months for free. 

The customer has two small practices and they aren't getting the value from it that they want but is so upset about their sales experience that they want to quit.",Customer Experience,Sales
s00085979,85979.0,4f4b56ac-773a-413d-9c57-0705ae769762,Finesse Plastic Surgery,Single,Single,Medical,Med-Cosmetic,Plastic Surgery,False,False,,2024-08-01,688.92,688.92000,2024-08-31,nextech,nextech,,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-09-30,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2024-08-01,89.0,630.0,209.0,19.0,30.0,53.0,568.0,True,True,True,500Ps00000GwhEgIAJ,Closed Cancelled,2024-08-27,"Office cancelling for complications using the Weave system in Onboarding. They had major issues with softphones that couldn't be resolved despite many attempts to troubleshoot. We had a plan to send them a cordless phone to attempt using for their remote employee, but they then reached out saying they were tired of fixing issues, and frustrated that RingCentral's softphones didn't have any problems when ours did. Considered the option of using SW only, be ultimately decided they would rather end their relationship with Weave and stay with Ring Central for the phone since they can't do both the phones and software with Weave the way they want. Unable to resolve.",,
s00355482,355482.0,fb05e2b5-6b9d-4451-82b1-2583f1f495da,Avalon Dentistry,Single,Single,Dental,Dental,Dental,False,False,single,2024-07-17,680.08,680.07670,2024-07-31,curve,curve,,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-08-31,1.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-01,33.0,84.0,469.0,482.0,31.0,4.0,35.0,True,True,True,500Ps00000EtNQXIA3,Closed Cancelled,2024-07-19,"They emailed us and said he is wanting to cancel. I relayed the info about the reports feature that I received from the insurance verification team, and unfortunately the reports section is just not as robust/consistently thorough as he was hoping (the insurance verification team told me that the info that pulls varies depending on the insurance company and even the patient, so everything is working as well as it can be with this location). We asked the AE to reach out and did not receive a response.",,
s00168008,168008.0,9332c4bf-20dc-411c-b96d-df55bece9572,Evans Orthodontics,Single,Single,Dental,Dental,Dental,False,False,,2024-04-16,749.47,2997.88000,2024-04-30,Ortho2,Ortho2,2024-05-07,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-08-31,4.0,7.0,13.0,10.0,8.0,5.0,25.0,10.0,2.0,3.0,1.0,1.0,2.0,0.0,9.0,2.0,2024-04-01,73.0,488.0,662.0,409.0,47.0,0.0,410.0,True,True,True,500Ps00000DzWJeIAN,Closed Cancelled,2024-07-03,"Fax, phone and reminder service has never worked for this practice. Our support team was reluctant to troubleshoot their issues stating that the reason things weren't working was out of our control.",Product,Integration Issues
s00330304,330304.0,550e895f-efb3-438f-bb4c-f4aa6544d480,Encinitas Dental Wellness,Single,Single,Dental,Dental,Dental,False,False,,,861.02,1722.04000,2025-02-28,opendental,opendental,,WeavePlus - Elite,WeavePlus - Elite,Churn,2025-04-30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-02-01,63.0,470.0,23.0,1.0,9.0,17.0,341.0,True,True,True,500Ps00000a13LiIAI,Closed Cancelled,2025-03-03,"We sadly were not able to save this deal. Leah called me and told me that we could not fix their forms issues after giving us a chance and they want a hard cancel.

Tanner Campbell let me know all their issues, and it essentially came down to personal preferences and how they wanted to use their forms were not compatible with our forms product, they just needed to leave feedback for.",,
s00512994,512994.0,838d739d-88c9-41f3-bd5c-2a8a23dc9617,MY CARE DENTAL,Single,Single,Dental,Dental,Dental,False,False,,2024-02-16,681.92,681.92000,2024-02-29,Eaglesoft 18,Eaglesoft 18,,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-04-30,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-02-01,8.0,79.0,3.0,4.0,0.0,0.0,70.0,True,True,True,500Ps0000093DpzIAE,Closed Cancelled,2024-03-27,"This office had their port canceled through an error in our automation process for rejections. When it was noticed and the order was re-entered, the office did not respond to requests from me and from porting for a pin number to finalize the port. The AE no longer works at Weave so Preston reached out and she said she wanted to cancel. I reached out again to make sure there wasn't something we could do, I explained that we would just need a pin and could get this done this week (and apologized for the porting error) but she confirmed a second time that she would like to cancel. AE unable to resolve",,
s00181683,181683.0,39ad3b3e-c332-496b-973d-38f97d534ac9,ZEN EYECARE,Single,Single,Optometry,Optometry,Optometry,False,False,,2024-01-11,168.92,337.84000,2024-01-31,,,2024-02-23,WeaveCore Software Only - Essentials,WeaveCore Software Only - Essentials,Churn,2024-03-31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-01-01,6.0,87.0,7.0,1.0,0.0,0.0,0.0,False,False,False,500Ps000007UokzIAC,Closed Cancelled,2024-02-23,"I spoke with Mojde, she was told by the AE that she was on a two month trial and that she would not be charged for services until after the 2 months if she decided to move forward. She was charged annually and does not plan to use our services. She was oversold on the text to pay functionality and would prefer using her current merchant provider.",Service,Sales
s00015189,15189.0,d413fc59-65e9-4e4e-ad8e-3322987c4b06,Adkins Dentistry,Single,Single,Dental,Dental,Dental,False,False,,2024-12-26,905.79,5235.74000,2024-12-31,Eaglesoft 18,Eaglesoft 18,2025-01-24,WeavePlus - Elite,WeavePlus - Elite,Churn,2025-06-30,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,,,,2024-12-01,2.0,1.0,116.0,46.0,0.0,0.0,0.0,True,True,True,500Ps00000iaohkIAA,Closed Cancelled,2025-05-27,"Amy mentioned that are having major hippa issues related to forms. When a form gets filled out it seems to be attached to someone else’s profile and then that other person starts to get all their reminders and communication while the initial new patient is then never to be found in the system. She has called into support multiple times and they just tell her there is no way this can happen when it clearly is. No resolution has been provided at this time.
She mentioned that they didn't even get an onboarding. The lady called at 4:45 when she knew they closed at 5 and they never heard back from her after that short call.
I offered to look into these issues for them but she is not even wanting to stick with Weave at this point. I offered a phones only option but they are going to take their phones to mango as they are done with Weave. Taking their SW needs to Dental Intel.",Customer Experience,Support
s00667457,667457.0,099acd3a-55ea-489a-a25f-c589e9b7ae3a,Delmar Family Dentistry,Single,Single,Dental,Dental,Dental,False,False,,,1156.82,2313.64000,2025-02-28,,,,WeavePlus - Ultimate,WeavePlus - Ultimate,Churn,2025-04-30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-02-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,True,True,500Ps00000dC64pIAC,Closed Cancelled,2025-04-03,"She said due to all the changes happening with staffing in their office, she doesn't think she can get everyone newly hired onboard with the a new system, and that it's just not a good time for them to move to a new system.",,
s00623407,623407.0,99f97c98-89c4-4bed-8dc6-57dcf1394657,Lakeview Smiles - Edgewater,Single,Multi,Dental,Dental,Dental,False,False,,,644.47,644.47000,2024-10-31,curve,curve,,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-11-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,5.0,8.0,6.0,1.0,0.0,0.0,0.0,True,True,True,500Ps00000JcZuiIAF,Closed Cancelled,2024-10-09,The office requested to cancel and port out their numbers to Mango.  They're part of a group now that gets them 50% off of Nexhealth and Mango so they do not plan to move forward anymore,,
s00629905,629905.0,5555ebb2-9abd-4f18-b542-4c3404a4535a,Todays Dental of Beverly,Multi,Multi,Dental,Dental,Dental,False,False,,2024-06-14,644.47,1933.41000,2024-06-30,opendental,opendental,2024-07-29,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-09-30,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-06-01,47.0,375.0,4.0,0.0,0.0,0.0,372.0,True,True,True,500Ps00000GGX0UIAX,Closed Cancelled,2024-08-15,"Office is moving to Nexhealth and Comcast full platform since they have had various technical concerns in their short time with Weave.  Often the texting feature would message the incorrect patient.  Also, they found our digital forms limiting for patient allergies or conditions and they thought our payments platform should be able to take insurance payments.",Product,Software Issues
s2180,2180.0,25836a0f-9271-4376-9b7c-7c8cfcb9df55,VIP SMILES,Single,Single,Dental,Dental,Dental,False,False,,2024-04-25,644.47,1933.41000,2024-04-30,,,2024-05-03,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-07-31,3.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-04-01,231.0,712.0,270.0,299.0,128.0,0.0,515.0,True,True,True,500Ps00000COkkLIAT,Closed Cancelled,2024-06-05,This office has had a very poor onboarding experience and support experience. She had requested to speak with a manager multiple times and that never happened. She was not set up for success and many of the features have not been used. She mentioned they were charged for the first month which I requested she double check to make sure it was only the activation fee. I did offer to be her liaison to oversee the account but she declined. They are moving to Dentrix for $200 cheaper with a better integration.,Service,Onboarding
s00666840,666840.0,e04c2122-8dcd-4eb9-8b36-f2793ac73faf,Cooper Veterinary Services,Single,Single,Veterinary,Veterinary,Mobile Clinic,False,False,,,501.92,501.92000,2025-02-28,evetpractice,evetpractice,,WeavePlus - Pro,WeavePlus - Pro,Churn,2025-03-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-02-01,3.0,6.0,22.0,18.0,0.0,0.0,0.0,True,True,True,500Ps00000Z9bvRIAR,Closed Cancelled,2025-02-24,"Office is upset because we ported over their mobile number over to Weave and now they are experiencing issues because they are needing to run off of Wifi
I had initially told them that if they port over a mobile number that they will need to have some type of service on their phone in order to use the service which they said that they have
The Dr. wasn't involved in this implementation so I believe that there was a miscommunication on what was actaully going to happen between the OM and the DR. I reached out to Jordan to let him know that they are wanting to cancel and he's going to talk to his Manager to see what we could do for them and give them a call.",,
s00565133,565133.0,304ae456-a838-4b5c-929b-d0ab6eb20a01,Brown Veterinary Hospital 7,Single,Multi,Veterinary,Veterinary,Other,False,False,,2024-04-19,805.82,805.82000,2024-04-30,Cornerstone,,,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-06-30,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-01,0.0,0.0,5078.0,0.0,0.0,0.0,0.0,True,False,False,500Ps00000BIj0RIAT,Closed Cancelled,2024-05-14,"Office requested to cancel, they sited issues with getting info from there onboarder and issues with billing.",,
s00609755,609755.0,fbbc81c0-4d2a-45d3-8021-e7eb44a1e579,"Empower HRT, PLLC",Single,Single,Medical,Med-Cosmetic,Wellness & Fitness,False,False,,2024-04-30,356.82,1427.28000,2024-04-30,Other (DO NOT SELECT - If it does not exist slack Danny Perry),,,WeaveCore - Pro,WeaveCore - Pro,Churn,2024-08-31,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-05-01,0.0,3.0,38.0,8.0,0.0,0.0,0.0,False,True,True,500Ps00000FNE9hIAH,Closed Cancelled,2024-07-29,The customer has requested to cancel.  They have some frustrations with porting their numbers and they have some issues with how the software works.,,
s00428892,428892.0,625aaca5-82d5-46e9-9a36-c3e8453dcb7e,Ahead of the Curve Chiropractic,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,,2025-04-23,706.82,3534.10000,2025-04-30,SilkOne EHR,,2025-05-06,WeaveCore - Ultimate,WeaveCore - Ultimate,Churn,2025-09-30,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01,20.0,244.0,184.0,56.0,117.0,16.0,133.0,False,True,True,500Ps00000sXKbxIAG,Closed Cancelled,2025-08-19,"Brittany is leaving due to unexpected billing at the higher Ultimate plan, financial hardship as a small practice preparing for maternity leave, and a belief that Weave’s features added little value compared to Spectrum’s lower-cost phone service.",Operational Change,Financial Hardship
s00648698,648698.0,19bc712f-00a1-4318-b9d4-0a8ecccb487a,"Foundations Counseling, LLC.",Single,Single,Medical,Med-Rehab,Mental Health,False,False,,2025-07-18,706.82,1413.64000,2025-07-31,Therapy Notes,,,WeaveCore - Ultimate,WeaveCore - Ultimate,Churn,2025-09-30,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2025-07-01,7.0,13.0,3.0,14.0,1.0,0.0,1.0,True,True,True,500Ps00000tXiNiIAK,Closed Cancelled,2025-08-28,The office let us know they are having problems in their office and have to move locations. She doesn't have time to give to implementing Weave right now and would like to revisit implementing the start of next year.,,
s00328342,328342.0,9867aa0f-70b2-4220-a814-62d60205ff05,Manalo Family Dentistry,Single,Multi,Dental,Dental,Dental,False,False,,2025-02-18,366.92,1100.76000,2025-02-28,Open Dental,,2025-03-10,WeavePlus Software Only - Pro,WeavePlus Software Only - Pro,Churn,2025-05-31,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2025-02-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True,False,False,500Ps00000g0ceqIAA,Closed Cancelled,2025-05-01,"Spoke with Jennifer. Confirmed currently the customer is cancelling due to no need for the software and the cost is too expensive for the amount of patients they are seeing, but once the doctors son joins the practice in a year they may come back. Did not want save plays.",Value,Cost
s00416591,416591.0,0d748921-8ff4-4b3b-af46-1942c869a479,Radius Optometry,Single,Multi,Optometry,Optometry,,False,False,,2024-05-31,681.43,3296.27000,2024-05-31,Crystal PM,,2024-06-24,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-10-31,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-01,441.0,879.0,195.0,193.0,10.0,34.0,440.0,True,True,True,500Ps00000Hsin5IAB,Closed Cancelled,2024-09-12,Customer is tired of the wait times for support and feels like everything takes too long with support. They also feel like our service is too expensive. They were also having some issues with texting regarding opt out.,Pricing,Lower Price
s00669271,669271.0,0773abea-9148-4ec2-b328-7bf8c24a7693,Reva Smiles - Denver,Single,Multi,Dental,Dental,Dental,False,False,,2025-03-11,366.72,2200.32000,2025-03-31,Unknown (DO NOT SELECT UNLESS YOU DO NOT KNOW),,2025-06-09,WeaveCore - Pro,WeaveCore - Pro,Churn,2025-09-30,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-03-01,0.0,0.0,33.0,1.0,0.0,0.0,0.0,False,True,True,500Ps00000s6Uh3IAE,Closed Cancelled,2025-08-14,"Office did not want to leave Weave, but they are switching to Oryx for their PMS and will be consolidating under their PMS. unfortunately Weave does not integrate with Oryx.",Consolidating Under PMS,Cost Savings / Duplication of Services
s00527045,527045.0,a2c1bdec-fdf3-468f-b776-89b0dadfe327,Clarity Orthodontics,Single,Single,Dental,Dental,Dental,False,False,,2024-06-28,407.79,815.58000,2024-06-30,TOPS Ortho,,,WeaveCore - Pro,WeaveCore - Pro,Churn,2024-08-31,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-06-01,2.0,5.0,0.0,3.0,0.0,0.0,0.0,False,True,True,500Ps00000DzysbIAB,Closed Cancelled,2024-07-04,"Office requested to cancel with the OB due to a long list of items that weren't what they were hoping for. They wanted more automation, but felt there was a lack of it (they're not integrated). The AE reached out and attempted to save but was unable to and let us know to cancel them",,
s00653410,653410.0,74e0d8f4-89a9-4dca-99cf-5a90e12243f6,MomLife Health & Wellness,Single,Single,Medical,Med-Rehab,Physical Therapy,False,False,,2024-10-29,304.47,1826.82000,2024-10-31,Jane,,2024-10-31,WeaveCore - Pro,WeaveCore - Pro,Churn,2025-04-30,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,45.0,97.0,198.0,112.0,7.0,0.0,7.0,False,True,True,500Ps00000c876YIAQ,Closed Cancelled,2025-03-25,"we dont integrate with their EHR, so they are moving to a system that will integrate more. that is their biggest complaint. they are upset because the sales rep said they would integrate and after signing up they found out we don't integrate with them.",Desired Features,Non-Compatible Integration
s00550958,550958.0,c8951568-a0c5-48ba-8187-69652beb7cc3,ProActive Physical Therapy Centers - Woodlands,Single,Multi,Medical,Med-Rehab,Physical Therapy,False,False,,2024-01-26,356.82,1070.46000,2024-01-31,WebPT,,2024-02-12,WeaveCore - Pro,WeaveCore - Pro,Churn,2024-04-30,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-01-01,1.0,6.0,63.0,90.0,0.0,0.0,0.0,False,True,True,500Ps000008LlH7IAK,Closed Cancelled,2024-03-12,UNIFY MERGE CANCEL NEED TO FOLLOW UP WITH TIER 3 Office is moving into another existing office that has Weave and they don't need to keep the phone numbers.,Operational Change,Merging with Existing Weave Office
s00663862,663862.0,b3da8445-637c-4d72-9128-7b83218445f9,Headway Mental Health,Single,Single,Medical,Med-Rehab,Mental Health,False,False,,,289.58,1188.02170,2025-02-28,Jane,,2025-02-19,WeaveCore - Pro,WeaveCore - Pro,Churn,2025-06-30,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-02-01,2.0,12.0,10.0,5.0,2.0,0.0,2.0,False,True,True,500Ps00000gTLlgIAG,Closed Cancelled,2025-05-06,Office has not used the phone service. They said that they did not know how to use the services. They signed up with Telus for phones for $30 per month.,Value,Low Adoption/ROI
s00609328,609328.0,a7563ebf-6ce7-4eee-84eb-5df1bfcb697c,Reproductive Psychiatry and Counseling,Single,Single,Medical,Med-Rehab,Mental Health,False,False,,2024-03-28,269.57,539.14000,2024-03-31,Charm Health,,,WeaveCore - Pro,WeaveCore - Pro,Churn,2024-05-31,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-04-01,115.0,348.0,187.0,165.0,91.0,16.0,107.0,False,True,True,500Ps000009OJCRIA4,Closed Cancelled,2024-04-04,The office said they wanted to cancel. They are not liking the software and phones for their business setup. We couldn't get more info as the office had to go. The AE was not able to save this one.,,
s00648992,648992.0,62c2dbb9-92d4-4845-807e-7c1263b95bf0,"Brant Thomsen, LICSW",Single,Single,Medical,Med-Rehab,Mental Health,False,False,,,356.82,1070.46000,2024-11-30,Other (DO NOT SELECT - If it does not exist slack Danny Perry),,,WeaveCore - Pro,WeaveCore - Pro,Churn,2025-02-28,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,500Ps00000WiItFIAV,Closed Cancelled,2025-02-05,The office said they want to cancel due to staffing changes.,,
s00667564,667564.0,8cdac57c-b3e9-40a7-88cf-9e6225a5eef3,Soul and Body Healing Studio,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,,,304.47,913.41000,2025-02-28,Jane,,2025-03-03,WeaveCore - Pro,WeaveCore - Pro,Churn,2025-05-31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-02-01,1.0,17.0,6.0,0.0,0.0,0.0,0.0,False,True,True,500Ps00000ditvCIAQ,Closed Cancelled,2025-04-08,"Claudia mentioned that they are not using weave at all. She said that it has come in and more so disturbed the way they were doing things before and made things such as scheduling and patient communication harder for them.
I asked what they were doing before coming to weave and she said they have never used anything like this at the office.
I offered a phones only bundle to try and save them but at this time she has declined stating they will be going back to using their cell phones.",Value,Low Adoption/ROI
